recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Machacado de Membrillo,Postres y Dulces,Sierra,"Dulce espeso de membrillo cocido y machacado con azúcar y especias, de sabor intenso.","[""membrillos"", ""azúcar"", ""canela"", ""clavo de olor"", ""agua""]","[""Cocinar los membrillos en agua con canela y clavo hasta que estén muy tiernos."", ""Escurrir y machacar los membrillos hasta obtener una pasta gruesa."", ""Cocinar la pasta con el azúcar a fuego bajo, removiendo hasta espesar."", ""Dejar enfriar y servir frío en porciones pequeñas.""]",5,4,"[""Cocinar los membrillos en agua con canela y clavo hasta que estén muy tiernos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Escurrir y machacar los membrillos hasta obtener una pasta gruesa. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Cocinar la pasta con el azúcar a fuego bajo, removiendo hasta espesar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar enfriar y servir frío en porciones pequeñas. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""membrillos: 3 unidades"", ""azúcar: 1/2 taza (100 g)"", ""canela: 1 rama"", ""clavo de olor: 3 unidades"", ""agua: 1 taza (250 ml)""]"
Chicha Morada,Bebidas,Costa,"Bebida refrescante de maíz morado hervido con frutas y especias, endulzada y servida fría.","[""maíz morado"", ""piña"", ""cáscara"", ""trozos"", ""membrillo o manzana"", ""canela en rama"", ""clavo de olor"", ""azúcar"", ""jugo de limón""]","[""Hervir el maíz morado junto con la cáscara de piña, canela y clavo de olor durante aproximadamente 40 minutos."", ""Colar el líquido morado y dejar enfriar."", ""Agregar los trozos de fruta, el azúcar y un chorrito de jugo de limón."", ""Refrigerar y servir bien fría.""]",9,4,"[""Hervir el maíz morado junto con la cáscara de piña, canela y clavo de olor durante aproximadamente 40 minutos. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar el líquido morado y dejar enfriar. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Agregar los trozos de fruta, el azúcar y un chorrito de jugo de limón. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Refrigerar y servir bien fría. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz morado: 1/2 kg (mazorcas o botella de extracto)"", ""piña: cantidad al gusto, segun preferencia"", ""cáscara: 1 cdta rallada"", ""trozos: cantidad al gusto, segun preferencia"", ""membrillo o manzana: 2 unidades"", ""canela en rama: 2 ramas"", ""clavo de olor: 3 unidades"", ""azúcar: 1/2 taza (100 g)"", ""jugo de limón: 1/2 taza (4-5 limones)""]"
Chicha de Jora,Bebidas,Sierra,"Bebida fermentada a base de maíz jora, de raíces prehispánicas, consumida en celebraciones andinas.","[""maíz jora"", ""agua"", ""chancaca"", ""hojas de higo""]","[""Hervir el maíz jora molido en abundante agua durante varias horas hasta extraer su sabor."", ""Colar el líquido y dejarlo enfriar por completo."", ""Endulzar con chancaca y verter en un recipiente de barro o vidrio."", ""Dejar fermentar durante varios días en un lugar fresco antes de servir.""]",4,4,"[""Hervir el maíz jora molido en abundante agua durante varias horas hasta extraer su sabor. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar el líquido y dejarlo enfriar por completo. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Endulzar con chancaca y verter en un recipiente de barro o vidrio. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar fermentar durante varios días en un lugar fresco antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz jora: 1/2 kg (para chicha)"", ""agua: 1 taza (250 ml)"", ""chancaca: 200 g"", ""hojas de higo: 4 unidades""]"
Pisco Sour,Bebidas,Costa,"El cóctel bandera del Perú, preparado con pisco, limón, jarabe de goma, clara de huevo y amargo de angostura.","[""pisco"", ""jugo de limón"", ""jarabe de goma"", ""clara de huevo"", ""hielo"", ""gotas de amargo de angostura""]","[""Colocar el pisco, el jugo de limón, el jarabe de goma, la clara de huevo y hielo en una coctelera."", ""Agitar enérgicamente durante al menos 15 segundos para que la clara forme espuma."", ""Colar y servir en una copa."", ""Decorar con unas gotas de amargo de angostura sobre la espuma.""]",6,4,"[""Colocar el pisco, el jugo de limón, el jarabe de goma, la clara de huevo y hielo en una coctelera. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agitar enérgicamente durante al menos 15 segundos para que la clara forme espuma. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Colar y servir en una copa. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación."", ""Decorar con unas gotas de amargo de angostura sobre la espuma. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""pisco: 1/4 taza (60 ml)"", ""jugo de limón: 1/2 taza (4-5 limones)"", ""jarabe de goma: 2 cdas"", ""clara de huevo: 1 unidad"", ""hielo: 1 taza (para enfriar)"", ""gotas de amargo de angostura: 2-3 gotas""]"
Algarrobina,Bebidas,Costa,"Cóctel cremoso preparado con pisco y algarrobina, un jarabe dulce extraído de la vaina del algarrobo.","[""pisco"", ""algarrobina"", ""leche evaporada"", ""yema de huevo"", ""hielo"", ""canela en polvo""]","[""Colocar el pisco, la algarrobina, la leche y la yema en una licuadora con hielo."", ""Licuar hasta obtener una mezcla cremosa y homogénea."", ""Servir en copas o vasos cortos."", ""Espolvorear con canela antes de servir.""]",6,4,"[""Colocar el pisco, la algarrobina, la leche y la yema en una licuadora con hielo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Licuar hasta obtener una mezcla cremosa y homogénea. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Servir en copas o vasos cortos. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación."", ""Espolvorear con canela antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pisco: 1/4 taza (60 ml)"", ""algarrobina: 1/4 taza (60 ml)"", ""leche evaporada: 1 lata (410 ml)"", ""yema de huevo: 1 unidad"", ""hielo: 1 taza (para enfriar)"", ""canela en polvo: 1/2 cdta""]"
Chilcano de Pisco,Bebidas,Costa,"Cóctel refrescante de pisco con ginger ale y limón, ligero y de fácil preparación.","[""pisco"", ""ginger ale"", ""jugo de limón"", ""hielo"", ""limón""]","[""Llenar un vaso alto con hielo."", ""Agregar el pisco y el jugo de limón."", ""Completar con ginger ale y mezclar suavemente."", ""Decorar con una rodaja de limón y servir de inmediato.""]",5,4,"[""Llenar un vaso alto con hielo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el pisco y el jugo de limón. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Completar con ginger ale y mezclar suavemente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Decorar con una rodaja de limón y servir de inmediato. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pisco: 1/4 taza (60 ml)"", ""ginger ale: 1/2 taza (125 ml)"", ""jugo de limón: 1/2 taza (4-5 limones)"", ""hielo: 1 taza (para enfriar)"", ""limón: 2 unidades""]"
Emoliente,Bebidas,Sierra,"Bebida caliente herbal a base de linaza y hierbas medicinales, tradicionalmente vendida en las calles por las mañanas.","[""linaza"", ""cola de caballo"", ""llantén"", ""boldo"", ""cebada"", ""jugo de limón"", ""miel de abeja""]","[""Hervir la linaza junto con las hierbas y la cebada tostada durante un buen tiempo hasta espesar ligeramente."", ""Colar el líquido resultante."", ""Endulzar con miel y agregar un chorrito de limón al servir."", ""Servir caliente, tradicionalmente en las mañanas frías.""]",7,4,"[""Hervir la linaza junto con las hierbas y la cebada tostada durante un buen tiempo hasta espesar ligeramente. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar el líquido resultante. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Endulzar con miel y agregar un chorrito de limón al servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación."", ""Servir caliente, tradicionalmente en las mañanas frías. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""linaza: 1 cda"", ""cola de caballo: 1 cda (hierba seca)"", ""llantén: 1 cda (hierba seca)"", ""boldo: 1 cda (hierba seca)"", ""cebada: 1/2 taza (100 g)"", ""jugo de limón: 1/2 taza (4-5 limones)"", ""miel de abeja: 2 cdas""]"
Api Morado,Bebidas,Sierra,"Bebida caliente y espesa de maíz morado con especias, típica del desayuno en la sierra sur.","[""maíz morado"", ""agua"", ""canela"", ""clavo de olor"", ""azúcar o chancaca"", ""jugo de limón""]","[""Hervir el maíz morado molido con agua, canela y clavo de olor durante un buen tiempo."", ""Colar si se prefiere una textura más fina, o dejar espesa si se desea más rústica."", ""Endulzar con azúcar o chancaca al gusto."", ""Servir caliente con un chorrito de jugo de limón.""]",6,4,"[""Hervir el maíz morado molido con agua, canela y clavo de olor durante un buen tiempo. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar si se prefiere una textura más fina, o dejar espesa si se desea más rústica. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Endulzar con azúcar o chancaca al gusto. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir caliente con un chorrito de jugo de limón. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz morado: 1/2 kg (mazorcas o botella de extracto)"", ""agua: 1 taza (250 ml)"", ""canela: 1 rama"", ""clavo de olor: 3 unidades"", ""azúcar o chancaca: 1/2 taza o 200 g de chancaca"", ""jugo de limón: 1/2 taza (4-5 limones)""]"
Masato,Bebidas,Selva,"Bebida fermentada de yuca, tradicional de las comunidades amazónicas, de sabor dulce y ligeramente ácido.","[""yuca"", ""agua"", ""azúcar o chancaca""]","[""Cocinar la yuca en agua hasta que esté muy tierna."", ""Machacar la yuca cocida hasta formar una pasta suave."", ""Diluir la pasta con agua y endulzar al gusto."", ""Dejar reposar en un recipiente tapado durante uno o dos días para que fermente ligeramente antes de servir.""]",3,4,"[""Cocinar la yuca en agua hasta que esté muy tierna. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Machacar la yuca cocida hasta formar una pasta suave. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Diluir la pasta con agua y endulzar al gusto. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar en un recipiente tapado durante uno o dos días para que fermente ligeramente antes de servir. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor.""]","[""yuca: 500 g"", ""agua: 1 taza (250 ml)"", ""azúcar o chancaca: 1/2 taza o 200 g de chancaca""]"
Frutillada,Bebidas,Sierra,"Chicha de jora endulzada con fresas maceradas, típica de Arequipa, de color rosado y sabor frutal.","[""chicha de jora"", ""fresas maceradas"", ""azúcar"", ""hielo""]","[""Macerar las fresas con un poco de azúcar hasta que suelten su jugo."", ""Mezclar las fresas maceradas con la chicha de jora."", ""Endulzar al gusto y dejar reposar en frío."", ""Servir bien fría, con hielo si se desea.""]",4,4,"[""Macerar las fresas con un poco de azúcar hasta que suelten su jugo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar las fresas maceradas con la chicha de jora. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Endulzar al gusto y dejar reposar en frío. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Servir bien fría, con hielo si se desea. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""chicha de jora: 1 taza (250 ml)"", ""fresas maceradas: 1 taza"", ""azúcar: 1/2 taza (100 g)"", ""hielo: 1 taza (para enfriar)""]"
Refresco de Maracuyá,Bebidas,Costa,"Bebida refrescante hecha con la pulpa de maracuyá, agua y azúcar, de sabor ácido y tropical.","[""maracuyás"", ""pulpa"", ""semillas"", ""agua"", ""azúcar"", ""hielo""]","[""Licuar la pulpa de maracuyá con un poco de agua y colar para separar las semillas."", ""Mezclar el jugo colado con el resto del agua."", ""Endulzar al gusto con azúcar."", ""Servir bien frío con hielo.""]",6,4,"[""Licuar la pulpa de maracuyá con un poco de agua y colar para separar las semillas. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Mezclar el jugo colado con el resto del agua. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Endulzar al gusto con azúcar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir bien frío con hielo. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maracuyás: 4 unidades"", ""pulpa: 1 taza"", ""semillas: 2 cdas"", ""agua: 1 taza (250 ml)"", ""azúcar: 1/2 taza (100 g)"", ""hielo: 1 taza (para enfriar)""]"
Jugo de Camu Camu,Bebidas,Selva,"Refresco preparado con la pulpa del camu camu, una fruta amazónica muy rica en vitamina C.","[""pulpa de camu camu"", ""agua"", ""azúcar"", ""hielo""]","[""Licuar la pulpa de camu camu con un poco de agua hasta integrar bien."", ""Colar el jugo si se desea una textura más fina."", ""Mezclar con el resto del agua y endulzar al gusto."", ""Servir bien frío con hielo.""]",4,4,"[""Licuar la pulpa de camu camu con un poco de agua hasta integrar bien. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Colar el jugo si se desea una textura más fina. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Mezclar con el resto del agua y endulzar al gusto. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Servir bien frío con hielo. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pulpa de camu camu: 1/2 taza"", ""agua: 1 taza (250 ml)"", ""azúcar: 1/2 taza (100 g)"", ""hielo: 1 taza (para enfriar)""]"
Machica con Leche,Bebidas,Sierra,"Bebida nutritiva de harina de cebada tostada mezclada con leche caliente, típica del desayuno andino.","[""machica"", ""leche"", ""azúcar o chancaca"", ""canela en polvo""]","[""Calentar la leche en una olla sin dejar que hierva demasiado."", ""Diluir la machica en un poco de leche fría para evitar grumos."", ""Incorporar la mezcla a la leche caliente y remover bien."", ""Endulzar al gusto y espolvorear con canela antes de servir.""]",4,4,"[""Calentar la leche en una olla sin dejar que hierva demasiado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Diluir la machica en un poco de leche fría para evitar grumos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la mezcla a la leche caliente y remover bien. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Endulzar al gusto y espolvorear con canela antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""machica: 1/2 taza (harina de cebada tostada)"", ""leche: 1 taza (250 ml)"", ""azúcar o chancaca: 1/2 taza o 200 g de chancaca"", ""canela en polvo: 1/2 cdta""]"
Té Piteado,Bebidas,Sierra,"Infusión de hierbas aromáticas combinada con un toque de pisco o aguardiente, popular en las noches frías andinas.","[""agua caliente"", ""muña"", ""manzanilla o hierba luisa"", ""aguardiente o pisco"", ""miel o azúcar""]","[""Preparar una infusión hirviendo agua con las hierbas elegidas durante unos minutos."", ""Colar la infusión y verter en tazas."", ""Agregar un chorrito de aguardiente o pisco a cada taza."", ""Endulzar con miel o azúcar y servir caliente.""]",5,4,"[""Preparar una infusión hirviendo agua con las hierbas elegidas durante unos minutos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Colar la infusión y verter en tazas. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Agregar un chorrito de aguardiente o pisco a cada taza. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Endulzar con miel o azúcar y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""agua caliente: 1/2 taza (125 ml)"", ""muña: cantidad al gusto, segun preferencia"", ""manzanilla o hierba luisa: 1 cda (hierba seca)"", ""aguardiente o pisco: 1/4 taza (60 ml)"", ""miel o azúcar: 2 cdas""]"
Horchata Norteña,Bebidas,Costa,"Refresco a base de una mezcla de semillas y hierbas aromáticas, típico del norte del Perú.","[""semillas de horchata"", ""agua"", ""azúcar"", ""hielo""]","[""Remojar la mezcla de semillas y hierbas en agua durante varias horas."", ""Licuar o macerar bien la mezcla remojada."", ""Colar el líquido resultante y endulzar al gusto."", ""Servir frío con hielo.""]",4,4,"[""Remojar la mezcla de semillas y hierbas en agua durante varias horas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Licuar o macerar bien la mezcla remojada. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Colar el líquido resultante y endulzar al gusto. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Servir frío con hielo. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""semillas de horchata: 1/4 taza"", ""agua: 1 taza (250 ml)"", ""azúcar: 1/2 taza (100 g)"", ""hielo: 1 taza (para enfriar)""]"
Chicha de Maíz Morado con Frutas,Bebidas,Costa,"Variante de la chicha morada con mayor cantidad de fruta macerada, de sabor más intenso y frutal.","[""maíz morado"", ""piña"", ""membrillo"", ""manzana"", ""canela"", ""clavo de olor"", ""azúcar"", ""jugo de limón""]","[""Hervir el maíz morado con la cáscara de piña, canela y clavo hasta obtener un líquido morado concentrado."", ""Colar y dejar enfriar el líquido."", ""Macerar los trozos de fruta directamente en la chicha durante un par de horas en el refrigerador."", ""Endulzar con azúcar y un chorrito de limón antes de servir bien fría.""]",8,4,"[""Hervir el maíz morado con la cáscara de piña, canela y clavo hasta obtener un líquido morado concentrado. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar y dejar enfriar el líquido. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Macerar los trozos de fruta directamente en la chicha durante un par de horas en el refrigerador. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Endulzar con azúcar y un chorrito de limón antes de servir bien fría. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz morado: 1/2 kg (mazorcas o botella de extracto)"", ""piña: cantidad al gusto, segun preferencia"", ""membrillo: 2 unidades"", ""manzana: 1 unidad"", ""canela: 1 rama"", ""clavo de olor: 3 unidades"", ""azúcar: 1/2 taza (100 g)"", ""jugo de limón: 1/2 taza (4-5 limones)""]"
Tamal Verde,"Panes, Tamales y Humitas",Costa,"Masa de maíz sazonada con culantro y rellena de cerdo, envuelta en panca y cocida al vapor.","[""maíz"", ""culantro"", ""carne de cerdo"", ""manteca"", ""ajo"", ""sal"", ""panca de choclo o maíz""]","[""Sazonar y cocinar la carne de cerdo hasta que esté tierna; reservar junto con un poco de su caldo."", ""Mezclar el maíz molido con el culantro licuado, la manteca y sal hasta formar una masa uniforme."", ""Colocar una porción de masa sobre la panca, agregar un trozo de carne en el centro y envolver bien."", ""Cocinar al vapor durante aproximadamente una hora y servir caliente con salsa criolla.""]",7,4,"[""Sazonar y cocinar la carne de cerdo hasta que esté tierna; reservar junto con un poco de su caldo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar el maíz molido con el culantro licuado, la manteca y sal hasta formar una masa uniforme. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Colocar una porción de masa sobre la panca, agregar un trozo de carne en el centro y envolver bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar al vapor durante aproximadamente una hora y servir caliente con salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz: 1 taza (200 g)"", ""culantro: 1/4 taza picado"", ""carne de cerdo: 500 g"", ""manteca: 2 cdas (30 g)"", ""ajo: 2 dientes"", ""sal: al gusto"", ""panca de choclo o maíz: 6 unidades""]"
Tamal Costeño,"Panes, Tamales y Humitas",Costa,"Masa de maíz amarillo rellena de pollo o cerdo, envuelta en hoja de plátano o panca y cocida al vapor.","[""maíz"", ""manteca"", ""ajo"", ""ají panca"", ""pollo o cerdo"", ""aceitunas"", ""huevo duro"", ""hojas de plátano o panca""]","[""Preparar la masa mezclando el maíz molido con manteca, ají panca y sal."", ""Colocar una porción de masa sobre la hoja, agregar el relleno de carne, aceituna y huevo."", ""Envolver bien formando un paquete compacto y amarrar con tiras de la misma hoja o hilo."", ""Cocinar al vapor durante una hora aproximadamente y servir caliente.""]",8,4,"[""Preparar la masa mezclando el maíz molido con manteca, ají panca y sal. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Colocar una porción de masa sobre la hoja, agregar el relleno de carne, aceituna y huevo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Envolver bien formando un paquete compacto y amarrar con tiras de la misma hoja o hilo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar al vapor durante una hora aproximadamente y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz: 1 taza (200 g)"", ""manteca: 2 cdas (30 g)"", ""ajo: 2 dientes"", ""ají panca: 2 cdas (pasta)"", ""pollo o cerdo: 500 g"", ""aceitunas: 10 unidades"", ""huevo duro: 2 unidades"", ""hojas de plátano o panca: 4 unidades""]"
Humita Salada,"Panes, Tamales y Humitas",Costa,"Masa de choclo molido sazonada con queso y cebolla, envuelta en panca y cocida al vapor.","[""choclos"", ""queso fresco"", ""cebolla"", ""panca de choclo"", ""sal"", ""manteca""]","[""Mezclar el choclo molido con la cebolla, el queso, la sal y un poco de manteca."", ""Colocar porciones de la masa sobre las pancas y envolver formando paquetes."", ""Cocinar al vapor durante aproximadamente una hora."", ""Dejar reposar unos minutos antes de desenvolver y servir.""]",6,4,"[""Mezclar el choclo molido con la cebolla, el queso, la sal y un poco de manteca. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Colocar porciones de la masa sobre las pancas y envolver formando paquetes. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar al vapor durante aproximadamente una hora. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar unos minutos antes de desenvolver y servir. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor.""]","[""choclos: 2 unidades (mazorcas)"", ""queso fresco: 200 g"", ""cebolla: 1 unidad mediana (150 g)"", ""panca de choclo: 6 unidades (para envolver)"", ""sal: al gusto"", ""manteca: 2 cdas (30 g)""]"
Pan Chuta,"Panes, Tamales y Humitas",Sierra,"Pan grande y esponjoso característico del Cusco, elaborado con manteca y un toque de anís.","[""harina"", ""levadura"", ""agua tibia"", ""manteca"", ""azúcar"", ""anís"", ""sal""]","[""Preparar una masa con harina, levadura, agua tibia, manteca, azúcar, anís y sal, amasando bien."", ""Dejar reposar la masa hasta que doble su volumen."", ""Formar panes grandes y redondos, y dejar leudar nuevamente."", ""Hornear a fuego medio hasta que estén bien dorados y cocidos por dentro.""]",7,4,"[""Preparar una masa con harina, levadura, agua tibia, manteca, azúcar, anís y sal, amasando bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar la masa hasta que doble su volumen. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Formar panes grandes y redondos, y dejar leudar nuevamente. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Hornear a fuego medio hasta que estén bien dorados y cocidos por dentro. Precalentar el horno a 180 °C y hornear en la posición media, girando la bandeja a la mitad del tiempo para un dorado parejo.""]","[""harina: 1 taza (125 g)"", ""levadura: 1 sobre (10 g)"", ""agua tibia: 1/2 taza (125 ml)"", ""manteca: 2 cdas (30 g)"", ""azúcar: 1/2 taza (100 g)"", ""anís: 1 cdta (semillas)"", ""sal: al gusto""]"
Pan de Anís,"Panes, Tamales y Humitas",Sierra,"Pan dulce aromatizado con semillas de anís, tradicional del desayuno andino.","[""harina"", ""levadura"", ""agua tibia"", ""azúcar"", ""manteca"", ""semillas de anís"", ""sal""]","[""Mezclar la harina con la levadura, el agua tibia, el azúcar, la manteca, el anís y la sal."", ""Amasar bien hasta obtener una masa elástica y dejar reposar hasta que duplique su volumen."", ""Formar panes pequeños y dejar leudar nuevamente."", ""Hornear hasta que estén dorados y cocidos por dentro.""]",7,4,"[""Mezclar la harina con la levadura, el agua tibia, el azúcar, la manteca, el anís y la sal. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Amasar bien hasta obtener una masa elástica y dejar reposar hasta que duplique su volumen. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Formar panes pequeños y dejar leudar nuevamente. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Hornear hasta que estén dorados y cocidos por dentro. Precalentar el horno a 180 °C y hornear en la posición media, girando la bandeja a la mitad del tiempo para un dorado parejo.""]","[""harina: 1 taza (125 g)"", ""levadura: 1 sobre (10 g)"", ""agua tibia: 1/2 taza (125 ml)"", ""azúcar: 1/2 taza (100 g)"", ""manteca: 2 cdas (30 g)"", ""semillas de anís: 1 cdta"", ""sal: al gusto""]"
Bizcochuelo Peruano,"Panes, Tamales y Humitas",Costa,"Bizcocho esponjoso batido a mano, base de muchos postres y tortas caseras peruanas.","[""huevos"", ""azúcar"", ""harina"", ""esencia de vainilla""]","[""Batir los huevos con el azúcar hasta que dupliquen su volumen y estén bien espumosos."", ""Incorporar la harina cernida con movimientos envolventes para no perder aire."", ""Verter la mezcla en un molde previamente engrasado y enharinado."", ""Hornear hasta que esté cocido y dorado, dejar enfriar antes de desmoldar.""]",4,4,"[""Batir los huevos con el azúcar hasta que dupliquen su volumen y estén bien espumosos. Batir hasta obtener punto de cinta o picos suaves, según la preparación."", ""Incorporar la harina cernida con movimientos envolventes para no perder aire. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Verter la mezcla en un molde previamente engrasado y enharinado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Hornear hasta que esté cocido y dorado, dejar enfriar antes de desmoldar. Precalentar el horno a 180 °C y hornear en la posición media, girando la bandeja a la mitad del tiempo para un dorado parejo.""]","[""huevos: 2 unidades"", ""azúcar: 1/2 taza (100 g)"", ""harina: 1 taza (125 g)"", ""esencia de vainilla: 1 cdta""]"
